id	name	modleId	camp	type	birthAnimation	level	horoscopeId	battlePoint	criticalAll	dodgeAll	hitAll	antiCriticalAll	strikeAll	armorAll	antiStrikeAll	damageRAll	shieldRecoverAll	shieldCdAll	moveSpeed	aiId	skillId	dropId	showDropId	isActive	isInvincible	size	isShowHP	deathSkillId	monsterIcon	hpThickness	cruiseDialogue	skillDialogue	birthDialogue	deathDialogue	runDialogue	dialogueShowTime	dialogueCD
30000131	机关弩（敌）	210004	2	1	0	22	23	8968	500	500	9000	5	0	0	0	0	0	10	5	3000	700006	0	1	1	1	1	0	0	icon_guaiwu_23	0							
30000132	机关弩（右）	210004	1	1	0	22	16	8968	500	500	9000	5	0	0	0	0	0	10	5	3000	700006	0	1	1	1	1	0	0	icon_guaiwu_23	0							
30000133	机关兽	203600	2	1	0	22	14	8968	500	500	9000	5	0	0	0	0	0	10	5	103	500000	0	1	1	0	1	1	0	icon_guaiwu_30	0		来打我呀！				1	5
30000134	机关兽	203619	2	1	0	22	14	8968	500	500	9000	5	0	0	0	0	0	10	5	103	500000	0	1	1	0	1	1	0	icon_guaiwu_30	0		来打我呀！				1	5
30000135	海岛护卫	203003	1	1	0	22	14	8968	500	500	9000	5	0	0	0	0	0	10	5	103	500000	0	1	1	0	1	1	0	icon_guaiwu_8	0		纳命来！				1	5
30000136	海岛护将	203004	1	2	0	22	21	8968	500	500	9000	5	0	50	0	0	0	10	5	103	500000	0	2	1	0	1	1	0	icon_guaiwu_8	0		有人！				1	5
30000137	海岛野猴王	203617	2	2	0	22	105	8968	500	500	9000	5	0	50	0	0	0	10	5	201	501001;502001	0	2	1	0	1	1	0	icon_guaiwu_30	0		有人！				1	5
30000138	海岛饿狼王	203620	2	2	0	22	105	8968	500	500	9000	5	0	50	0	0	0	10	5	103	500000	0	2	1	0	1	1	0	icon_guaiwu_30	0		有人！				1	5
3000015	海岛野猴	203610	2	1	0	24	8	9664	500	500	9000	5	0	0	0	0	0	10	3	103	500000	0	1	1	0	1	1	0	icon_guaiwu_30	0		纳命来！				1	5
3000016	暴躁野猴王	203608	2	2	0	24	16	9664	500	500	9000	5	0	0	0	0	0	10	3	201	501001;502001	0	2	1	0	1	1	0	icon_guaiwu_30	0		来打我呀！				1	5
3000017	残暴牛头怪	201001	2	3	0	25	25	9976	500	500	9000	5	0	100	0	0	0	5	3	304	501001;502001;502004	0	3	1	0	1	1	0	icon_guaiwu_9	10		去死吧！				1	5
3000018	海岛护卫	203003	2	1	0	25	8	9976	500	500	9000	5	0	0	0	0	0	10	3	103	500000	0	1	1	0	1	1	0	icon_guaiwu_8	0						1	5
3000019	海岛护卫	203003	2	1	0	26	8	10292	500	500	9000	5	0	0	0	0	0	10	3	103	500000	0	1	1	0	1	1	0	icon_guaiwu_8	0		有人！				1	5
3000020	海岛护将	203004	2	2	0	26	16	10292	500	500	9000	5	0	50	0	0	0	10	3	103	500000	0	2	1	0	1	1	0	icon_guaiwu_8	0		纳尼？杀				1	5
3000021	铁臂阿二	203401	2	3	0	26	28	10292	500	500	9000	5	0	100	0	0	0	5	3	201	501001;502001	0	3	1	0	1	1	0	icon_guaiwu_2	10		纳命来！				1	5
3000022	机关傀儡	203600	2	1	0	28	5	16868	500	500	9000	5	0	0	0	0	0	10	3	104	500000	0	1	1	0	1	1	0	icon_guaiwu_30	0		有人！				1	5
3000023	海岛护卫	203003	2	1	0	28	2	16868	500	500	9000	5	0	0	0	0	0	10	3	103	500000	0	1	1	0	1	1	0	icon_guaiwu_8	0		来打我呀！				1	5
3000024	海岛护将	203004	2	2	0	28	16	16868	500	500	9000	5	0	50	0	0	0	10	3	103	500000	0	2	1	0	1	1	0	icon_guaiwu_8	0		去死吧！				1	5
3000025	斗笠燕大	203400	2	3	0	28	23	16868	500	500	9000	5	0	100	0	0	0	5	3	304	501001;502001;502004	0	3	1	0	1	1	0	icon_guaiwu_8	10						1	5
3000026	海岛护卫	203003	2	1	0	30	2	22986	500	500	9000	5	0	0	0	0	0	10	3	103	500000	0	1	1	0	1	1	0	icon_guaiwu_8	0		纳尼？杀				1	5
3000027	海岛护将	203004	2	2	0	30	20	22986	500	500	9000	5	0	50	0	0	0	10	3	103	500000	0	2	1	0	1	1	0	icon_guaiwu_8	0		纳命来！				1	5
3000028	梅玄风	201002	2	3	0	30	23	22986	500	500	9000	5	0	100	0	0	0	5	3	306	510001;520001;520004	0	3	1	0	1	1	0	icon_guaiwu_27	10		去死吧！凡人				1	5
30000281	火焰陷阱	210000	2	1	0	30	23	22986	500	500	9000	5	0	100	0	0	0	5	3	3001	700000;700001	0	3	1	1	1	0	0	icon_guaiwu_23	0		烈焰灼烧！煌煌无极！				1	5
3000029	长老	202102	1	1	0	22	23	8968	500	500	9000	5	0	0	0	0	0	10	5	103	500000	0	1	1	0	1	1	0	icon_touxiang3	0		大侠救我！				1	5
3000030	肖英雄	202106	1	1	0	22	28	8968	500	500	9000	5	0	0	0	0	0	10	5	306	510001;520001;520004;	0	1	1	0	1	1	0	icon_touxiang3	0							
3000031	段英雄	203309	1	1	0	24	28	9664	500	500	9000	5	0	0	0	0	0	10	5	103	500000	0	1	1	0	1	1	0	icon_guaiwu_6	0							
3000032	野蜂	203612	2	1	0	32	9	23877	500	500	9000	5	0	0	0	0	0	10	5	103	500000	0	1	1	0	1	1	0	icon_guaiwu_30	0		纳命来！				1	5
3000033	野猪	203606	2	2	0	32	14	23877	500	500	9000	5	0	50	0	0	0	10	5	103	500000	0	2	1	0	1	1	0	icon_guaiwu_30	0		有人！				1	5
3000034	野猪首领	203621	2	3	0	32	23	23877	500	500	9000	5	0	100	0	0	0	5	5	103	500000	0	3	1	0	1	1	0	icon_guaiwu_30	10		纳尼？杀				1	5
30000321	石俑	203406	2	1	0	32	14	23877	500	500	9000	5	0	100000	0	0	0	10	5	103	500000	0	1	1	0	1	1	0	icon_guaiwu_21	0		纳命来！				1	5
3000042	地刺机关	210002	2	1	0	32	23	23877	500	500	9000	5	0	0	0	0	0	10	5	3000	700000	0	1	1	1	1	0	0	icon_guaiwu_23	0							
3000035	野蜂	203613	2	1	0	34	8	27950	500	500	9000	5	0	0	0	0	0	10	5	103	500000	0	1	1	0	1	1	0	icon_guaiwu_30	0		纳命来！				1	5
3000036	机关兽	203600	2	2	0	34	21	27950	500	500	9000	5	0	50	0	0	0	10	5	103	500000	0	2	1	0	1	1	0	icon_guaiwu_30	0		来打我呀！				1	5
3000037	荒郊饿虎	203622	2	3	0	34	25	27950	500	500	9000	5	0	100	0	0	0	5	5	103	500000	0	3	1	0	1	1	0	icon_guaiwu_30	10		去死吧！				1	5
3000045	饿虎分身	203601	2	2	0	34	20	27950	500	500	9000	5	0	50	0	0	0	5	5	103	500000	0	3	1	0	1	1	0	icon_guaiwu_30	10							
30000351	蒙面人	203101	2	1	0	34	9	27950	500	500	9000	5	0	0	0	0	0	10	5	103	500000	0	1	1	0	1	1	0	icon_guaiwu_29	0		纳命来！				1	5
30000352	蒙面人	203100	2	2	0	34	20	27950	500	500	9000	5	0	50	0	0	0	10	5	103	500000	0	2	1	0	1	1	0	icon_guaiwu_29	0		来打我呀！				1	5
30000353	石俑	203406	2	1	0	34	14	27950	500	500	9000	5	0	100000	0	0	0	10	5	103	500000	0	1	1	0	1	1	0	icon_guaiwu_21	0		纳命来！				1	5
3000038	野蜂	203614	2	1	0	36	7	32112	500	500	9000	5	0	0	0	0	0	10	5	103	500000	0	1	1	0	1	1	0	icon_guaiwu_30	0		皇恩浩荡				1	5
3000039	野蜂首领	203612	2	2	0	36	105	32112	500	500	9000	5	0	100000	0	0	0	10	5	103	500000	0	1	1	0	1	1	0	icon_guaiwu_30	0		有人！				1	5
3000040	鼎奴	203402	2	3	0	36	23	32112	500	500	9000	5	0	50	0	0	0	10	5	103	500000	0	2	1	0	1	1	0	icon_guaiwu_21	10		纳尼？杀				1	5
3000041	四足怪兽	203602	2	3	0	36	25	32112	500	500	9000	5	0	100	0	0	0	5	5	103	500000	0	3	1	0	1	1	0	icon_guaiwu_30	10		纳命来！				1	5
30000381	石俑	203406	2	1	0	36	15	32112	500	500	9000	5	0	0	0	0	0	10	5	103	500000	0	1	1	0	1	1	0	icon_guaiwu_21	0		纳命来！				1	5
3000043	铁索桥护卫	203600	2	2	0	32	16	23877	500	500	9000	5	0	0	0	0	0	10	5	103	500000	0	1	1	0	1	0	0	icon_guaiwu_30	0		打过我，才能打开地宫的门				1	5
3000044	狼	203607	2	1	0	32	14	23877	500	500	9000	5	0	0	0	0	0	10	5	103	500000	0	1	1	0	1	1	0	icon_guaiwu_30	0		纳命来！				1	5
3000046	黄姑娘	202005	1	1	0	32	23	23877	500	500	9000	5	0	0	0	0	0	10	5	103	500000	0	1	1	0	1	1	0	icon_touxiang2	0		纳尼？杀				1	5
3000047	野蜂	203612	2	1	0	37	14	32890	500	500	9000	5	0	0	0	0	0	10	5	103	500000	0	1	1	0	1	1	0	icon_guaiwu_30	0		纳命来！				1	5
3000048	野猪	203603	2	2	0	37	15	32890	500	500	9000	5	0	50	0	0	0	10	5	103	500000	0	2	1	0	1	1	0	icon_guaiwu_30	0		有人！				1	5
3000049	石俑将	203624	2	3	0	37	23	32890	500	500	9000	5	0	100	0	0	0	5	5	201	501001;502001	0	3	1	0	1	1	0	icon_guaiwu_21	10		纳尼？杀				1	5
30000471	火焰陷阱	210000	2	1	0	37	23	32890	500	500	9000	5	0	100	0	0	0	5	3	3001	700000;700001	0	3	1	1	1	0	0	icon_guaiwu_23	0		烈焰灼烧！煌煌无极！				1	5
30000472	地刺机关	210005	2	1	0	37	23	32890	500	500	9000	5	0	0	0	0	0	10	5	3000	700000	0	1	1	1	1	0	0	icon_guaiwu_23	0							
30000473	机关石俑	203623	2	2	0	37	21	32890	500	500	9000	5	0	100000	0	0	0	10	5	103	500000	0	1	1	0	1	1	0	icon_guaiwu_21	0		纳命来！				1	5
30000474	石俑	203406	2	2	0	37	9	32890	500	500	9000	5	0	100000	0	0	0	10	5	103	500000	0	1	1	0	1	1	0	icon_guaiwu_21	0		纳命来！				1	5
3000194	地宫之皇	201003	2	3	0	37	23	32890	500	500	9000	5	0	100	0	0	0	5	5	304	501001;502001;502004	0	3	1	1	1	1	0	icon_guaiwu_12	10		你命太贱，凡人！				1	5
3000050	狼	203607	2	1	0	38	9	33483	500	500	9000	5	0	0	0	0	0	10	5	103	500000	0	1	1	0	1	1	0	icon_guaiwu_30	0		纳命来！				1	5
3000051	石俑	203406	2	1	0	38	14	33483	500	500	9000	5	0	0	0	0	0	10	5	103	500000	0	1	1	0	1	1	0	icon_guaiwu_21	0		有人！				1	5
3000052	地宫之后	203501	2	3	0	38	23	33483	500	500	9000	5	0	100	0	0	0	5	5	103	500000	0	3	1	0	1	1	0	icon_guaiwu_23	10		纳尼？杀				1	5
30000501	野蜂	203614	2	1	0	38	9	33483	500	500	9000	5	0	0	0	0	0	10	5	103	500000	0	1	1	0	1	1	0	icon_guaiwu_30	0		皇恩浩荡				1	5
30000502	野蜂王	203618	2	2	0	38	105	33483	500	500	9000	5	0	100000	0	0	0	10	5	103	500000	0	1	1	0	1	1	0	icon_guaiwu_30	0		皇恩浩荡				1	5
30000503	地宫侍女	203501	2	1	0	38	9	33483	500	500	9000	5	0	0	0	0	0	10	5	103	500000	0	1	1	0	1	1	0	icon_guaiwu_23	0		皇恩浩荡				1	5
3000053	石俑护卫	203405	2	1	0	39	16	34273	500	500	9000	5	0	100000	0	0	0	10	5	103	500000	0	1	1	0	1	1	0	icon_guaiwu_21	0		纳命来！				1	5
3000054	野猪	203605	2	1	0	39	2	34273	500	500	9000	5	0	0	0	0	0	10	5	103	500000	0	1	1	0	1	1	0	icon_guaiwu_30	0		有人！				1	5
3000055	锤子	203404	2	2	0	39	16	34273	500	500	9000	5	0	50	0	0	0	10	5	103	500000	0	2	1	0	1	1	0	icon_guaiwu_18	0		纳尼？杀				1	5
3000056	石俑将军	203624	2	3	0	39	22	34273	500	500	9000	5	0	100	0	0	0	5	5	201	501001;502001	0	3	1	0	1	1	0	icon_guaiwu_21	10		纳命来！				1	5
3000057	石俑	203406	2	1	0	40	8	39441	500	500	9000	5	0	0	0	0	0	10	5	103	500000	0	1	1	0	1	1	0	icon_guaiwu_21	0		纳命来！				1	5
3000058	石俑护卫	203405	2	2	0	40	21	39441	500	500	9000	5	0	100000	0	0	0	10	5	103	500000	0	2	1	0	1	1	0	icon_guaiwu_21	0		来追我呀！				1	1
3000059	协助友方	203004	1	1	0	40	23	39441	500	500	9000	5	0	0	0	0	0	10	5	103	500000	0	1	1	0	1	1	0	icon_guaiwu_8	0							
3000060	斧奴	203403	2	3	0	40	22	39441	500	500	9000	5	0	100	0	0	0	5	5	201	501001;502001	0	3	1	0	1	1	0	icon_guaiwu_21	10		纳命来！				1	5
30000571	火焰陷阱	210000	2	1	0	40	23	39441	500	500	9000	5	0	100	0	0	0	5	3	3001	700000;700001	0	3	1	1	1	0	0	icon_guaiwu_23	0		烈焰灼烧！煌煌无极！				1	5
30000572	野蜂	203614	2	1	0	40	7	39441	500	500	9000	5	0	0	0	0	0	10	5	103	500000	0	1	1	0	1	1	0	icon_guaiwu_30	0		皇恩浩荡				1	5
30000573	野蜂王	203618	2	2	0	40	105	39441	500	500	9000	5	0	100000	0	0	0	10	5	103	500000	0	1	1	0	1	1	0	icon_guaiwu_30	0		皇恩浩荡				1	5
3000061	石俑	203406	2	1	0	41	9	40049	500	500	9000	5	0	0	0	0	0	10	5	103	500000	0	1	1	0	1	1	0	icon_guaiwu_21	0		有人！				1	5
3000062	药奴王	203404	2	2	0	41	22	40049	500	500	9000	5	0	50	0	0	0	10	5	103	500000	0	2	1	0	1	1	0	icon_guaiwu_18	0		纳尼？杀				1	5
3000063	药奴	203404	2	2	0	41	9	40049	500	500	9000	5	0	0	0	0	0	10	5	103	500000	0	2	1	0	1	1	0	icon_guaiwu_18	0		纳命来！				1	5
3000064	蒙面人	203301	1	2	0	41	15	40049	500	500	9000	5	0	50	0	0	0	10	5	103	500000	0	2	1	0	1	1	0	icon_guaiwu_7	0		纳命来！				1	5
3000065	蒙面人	203306	1	1	0	41	23	40049	500	500	9000	5	0	0	0	0	0	10	5	103	500000	0	1	1	0	1	1	0	icon_guaiwu_7	0							
3000066	药奴	203404	2	3	0	41	28	40049	500	500	9000	5	0	100	0	0	0	5	5	201	501001;502001	0	3	1	0	1	1	0	icon_guaiwu_18	10							
3000067	石俑	203406	2	1	0	42	14	40991	500	500	9000	5	0	0	0	0	0	10	5	103	500000	0	1	1	0	1	1	0	icon_guaiwu_21	0		来打我呀！				1	5
3000068	石俑护卫	203405	2	1	0	42	105	40991	500	500	9000	5	0	100000	0	0	0	10	5	103	500000	0	1	1	0	1	1	0	icon_guaiwu_21	0		去死吧！				1	5
3000069	石俑巨卫	203623	2	2	0	42	16	40991	500	500	9000	5	0	100000	0	0	0	10	5	103	500000	0	2	1	0	1	1	0	icon_guaiwu_21	0		皇恩浩荡				1	5
3000070	协助友方	203004	1	1	0	42	23	40991	500	500	9000	5	0	0	0	0	0	10	5	103	500000	0	1	1	0	1	1	0	icon_guaiwu_8	0							
3000071	石俑统帅	203624	2	3	0	42	23	40991	500	500	9000	5	0	100000	0	0	0	5	5	201	501001;502001	0	3	1	0	1	1	0	icon_guaiwu_21	10		来打我呀！				1	5
3000072	野猪	203606	2	1	0	42	9	40991	500	500	9000	5	0	0	0	0	0	10	5	103	500000	0	1	1	0	1	1	0	icon_guaiwu_30	0		去死吧！				1	5
30000671	地刺机关	210002	2	1	0	42	23	40991	500	500	9000	5	0	0	0	0	0	10	5	3000	700000	0	1	1	1	1	0	0	icon_guaiwu_23	0							
3000073	地宫侍女	203501	2	1	0	43	9	41957	500	500	9000	5	0	0	0	0	0	10	5	103	500000	0	1	1	0	1	1	0	icon_guaiwu_23	0		皇恩浩荡				1	5
3000074	护将	203004	2	2	0	43	9	41957	500	500	9000	5	0	50	0	0	0	10	5	103	500000	0	2	1	0	1	1	0	icon_guaiwu_8	0							
3000075	协助友方	203004	1	1	0	43	23	41957	500	500	9000	5	0	0	0	0	0	10	5	103	500000	0	1	1	0	1	1	0	icon_guaiwu_8	0							
3000076	地宫之皇	201003	2	3	0	43	23	41957	500	500	9000	5	0	100	0	0	0	5	5	304	501001;502001;502004	0	3	1	0	1	1	0	icon_guaiwu_12	10							
3000077	石俑	203406	2	1	0	44	8	42572	500	500	9000	5	0	100000	0	0	0	10	5	103	500000	0	1	1	0	1	1	0	icon_guaiwu_21	0							
3000078	石俑将军	203405	2	2	0	44	15	42572	500	500	9000	5	0	100000	0	0	0	10	5	103	500000	0	2	1	0	1	1	0	icon_guaiwu_21	0							
3000079	蒙面刺客	203306	2	2	0	44	9	42572	500	500	9000	5	0	0	0	0	0	10	5	103	500000	0	2	1	0	1	1	0	icon_guaiwu_7	0							
3000080	蒙面刺客精英	203301	2	2	0	44	16	42572	500	500	9000	5	0	50	0	0	0	10	5	103	500000	0	2	1	0	1	1	0	icon_guaiwu_7	0							
3000081	协助友方	203004	1	1	0	44	23	42572	500	500	9000	5	0	0	0	0	0	10	5	103	500000	0	1	1	0	1	1	0	icon_guaiwu_8	0							
3000082	铁面侠	201000	2	3	0	44	28	42572	500	500	9000	5	0	100	0	0	0	5	5	303	510001;520001;520004;520007	0	3	1	0	1	1	0	icon_boss	10							
30000821	幻象	201000	2	2	0	44	21	42572	500	500	9000	5	0	100	0	0	0	5	5	303	510001;520001;520004;520007	0	3	1	0	1	1	0	icon_boss	10							
3000083	野猪	203604	2	1	0	45	5	56966	500	500	9000	5	0	0	0	0	0	10	5	103	500000	0	1	1	0	1	1	0	icon_guaiwu_30	0							
3000084	野猪	203605	2	1	0	45	15	56966	500	500	9000	5	0	0	0	0	0	10	5	103	500000	0	1	1	0	1	1	0	icon_guaiwu_30	0							
3000085	蒙面刺客精英	203301	2	2	0	45	15	56966	500	500	9000	5	0	50	0	0	0	10	5	103	500000	0	2	1	0	1	1	0	icon_guaiwu_7	0							
3000086	村民	203308	1	1	0	45	23	56966	500	500	9000	5	0	0	0	0	0	10	5	103	500000	0	1	1	0	1	1	0	icon_guaiwu_3	0							
3000087	凶残饿虎	203601	2	3	0	45	23	56966	500	500	9000	5	0	100	0	0	0	5	5	103	500000	0	3	1	0	1	1	0	icon_guaiwu_30	10							
3000088	西夏守军	203108	3	1	0	46	2	75064	500	500	9000	5	0	0	0	0	0	10	5	103	500000	0	1	1	0	1	1	0	icon_guaiwu_16	0							
3000089	西夏守军	203106	3	2	0	46	9	75064	500	500	9000	5	0	50	0	0	0	10	5	103	500000	0	1	1	0	1	1	0	icon_guaiwu_16	0							
3000090	神秘人	203100	2	1	0	46	2	75064	500	500	9000	5	0	0	0	0	0	10	5	103	500000	0	2	1	0	1	1	0	icon_guaiwu_29	0							
3000091	神秘人	203101	2	2	0	46	9	75064	500	500	9000	5	0	50	0	0	0	10	5	103	500000	0	1	1	0	1	1	0	icon_guaiwu_29	0							
3000092	神秘人	203102	2	3	0	46	22	75064	500	500	9000	5	0	100	0	0	0	10	5	201	501002;502002	0	1	1	0	1	1	0	icon_guaiwu_29	10							
3000093	西夏守将	203627	3	3	0	46	23	75064	500	500	9000	5	0	100	0	0	0	5	5	304	501001;502001;502004	0	3	1	0	1	1	0	icon_guaiwu_16	10							
3000094	野蜂	203614	2	1	0	47	2	75831	500	500	9000	5	0	0	0	0	0	10	5	103	500000	0	1	1	0	1	1	0	icon_guaiwu_30	0							
3000095	野蜂王	203618	2	2	0	47	105	75831	500	500	9000	5	0	100000	0	0	0	10	5	103	500000	0	2	1	0	1	1	0	icon_guaiwu_30	0							
3000096	西夏守军	203108	2	2	0	47	9	75831	500	500	9000	5	0	0	0	0	0	10	5	103	500000	0	2	1	0	1	1	0	icon_guaiwu_16	0							
3000097	西夏守军	203106	2	2	0	47	20	75831	500	500	9000	5	0	50	0	0	0	10	5	103	500000	0	2	1	0	1	1	0	icon_guaiwu_16	0							
3000098	义士	203313	1	1	0	47	23	75831	500	500	9000	5	0	0	0	0	0	10	5	202	510001;520001	0	1	1	0	1	1	0	icon_guaiwu_8	0							
3000099	西夏守将	203627	2	3	0	47	28	75831	500	500	9000	5	0	100	0	0	0	5	5	103	500000	0	3	1	0	1	1	0	icon_guaiwu_16	10							
30000941	村民	203308	1	1	0	45	23	56966	500	500	9000	5	0	0	0	0	0	10	5	103	500000	0	1	1	0	1	1	0	icon_guaiwu_3	0							
3000100	蒙面人首领	203301	2	2	0	48	21	76977	500	500	9000	5	0	100	0	0	0	10	5	103	500000	0	1	1	0	1	1	0	icon_guaiwu_7	0							
3000101	蒙面人	203306	2	1	0	48	2	76977	500	500	9000	5	0	0	0	0	0	10	5	103	500000	0	1	1	0	1	1	0	icon_guaiwu_7	0							
3000102	蒙面人	203307	2	2	0	48	9	76977	500	500	9000	5	0	50	0	0	0	10	5	103	500000	0	2	1	0	1	1	0	icon_guaiwu_7	0							
3000103	协助友方	203004	1	1	0	48	23	76977	500	500	9000	5	0	0	0	0	0	10	5	103	500000	0	1	1	0	1	1	0	icon_guaiwu_8	0							
3000104	神秘老者	203628	2	3	0	48	23	76977	500	500	9000	5	0	100	0	0	0	5	5	201	501001;502001	0	3	1	0	1	1	0	icon_guaiwu_7	10							
3000105	蒙面重剑手	202110	2	1	0	49	8	78133	500	500	9000	5	0	0	0	0	0	10	5	306	510001;520001;520004;520007	0	1	1	0	1	1	0	icon_guaiwu_19	0							
3000106	蒙面刺客	203306	2	1	0	49	9	78133	500	500	9000	5	0	0	0	0	0	10	5	103	500000	0	1	1	0	1	1	0	icon_guaiwu_7	0							
3000107	蒙面刺客精英	203301	2	2	0	49	16	78133	500	500	9000	5	0	50	0	0	0	10	5	103	500000	0	2	1	0	1	1	0	icon_guaiwu_7	0							
3000108	协助友方	203004	1	1	0	49	23	78133	500	500	9000	5	0	0	0	0	0	10	5	103	500000	0	1	1	0	1	1	0	icon_guaiwu_8	0							
3000109	幻影	201000	2	1	0	49	16	78133	500	500	9000	5	0	0	0	0	0	10	5	303	510001;520001;520004;520007	0	1	1	0	1	1	0	icon_boss	0							
3000110	李秋子	201000	2	3	0	49	23	78133	500	500	9000	5	0	100	0	0	0	5	5	303	510001;520001;520004;520007	0	3	1	0	1	1	0	icon_boss	10							
3000111	西夏刀兵	203108	2	1	0	50	2	108552	500	500	9000	5	0	0	0	0	0	10	5	103	500000	0	1	1	0	1	1	0	icon_guaiwu_16	0							
3000112	西夏刀卫	203302	2	1	0	50	2	108552	500	500	9000	5	0	0	0	0	0	10	5	103	500000	0	1	1	0	1	1	0	icon_guaiwu_19	0							
3000113	西夏将军	203310	2	2	0	50	9	108552	500	500	9000	5	0	50	0	0	0	10	5	103	500000	0	2	1	0	1	1	0	icon_guaiwu_13	0							
3000114	协助友方	203004	1	1	0	50	23	108552	500	500	9000	5	0	0	0	0	0	10	5	103	500000	0	1	1	0	1	1	0	icon_guaiwu_8	0							
3000115	机关陷阱	203600	2	1	0	50	23	108552	500	500	9000	5	0	0	0	0	0	10	5	103	500000	0	1	1	0	1	0	0	icon_guaiwu_30	0							
3000116	西夏大将军	203403	2	3	0	50	23	108552	500	500	9000	5	0	100	0	0	0	5	5	201	501001;502001	0	3	1	0	1	1	0	icon_guaiwu_21	10							
3000117	西夏刀兵	203108	2	1	0	50	2	108552	500	500	9000	5	0	0	0	0	0	10	5	103	500000	0	1	1	0	1	1	0	icon_guaiwu_16	0							
3000118	西夏将军	203310	2	2	0	50	15	108552	500	500	9000	5	0	50	0	0	0	10	5	103	500000	0	2	1	0	1	1	0	icon_guaiwu_13	0							
3000119	协助友方	203004	1	1	0	50	23	108552	500	500	9000	5	0	0	0	0	0	10	5	103	500000	0	1	1	0	1	1	0	icon_guaiwu_8	0							
3000120	机关傀儡	203600	2	1	0	50	5	108552	500	500	9000	5	0	0	0	0	0	10	5	103	500000	0	1	1	0	1	0	0	icon_guaiwu_30	0							
3000121	西夏王子	202106	2	3	0	50	28	108552	500	500	9000	5	0	100	0	0	0	5	5	306	510001;520001;520004;	0	3	1	0	1	1	0	icon_touxiang3	10							
3000122	西夏刀卫	203302	2	1	0	50	2	108552	500	500	9000	5	0	0	0	0	0	10	5	103	500000	0	1	1	0	1	1	0	icon_guaiwu_19	0							
3000123	西夏将军	203310	2	2	0	50	16	108552	500	500	9000	5	0	50	0	0	0	10	5	103	500000	0	2	1	0	1	1	0	icon_guaiwu_13	0							
3000124	协助友方	203004	1	1	0	50	23	108552	500	500	9000	5	0	0	0	0	0	10	5	103	500000	0	1	1	0	1	1	0	icon_guaiwu_8	0							
3000125	西夏王子	202106	2	3	0	50	23	108552	500	500	9000	5	0	100	0	0	0	5	5	306	510001;520001;520004;	0	3	1	0	1	1	0	icon_touxiang3	10							
3000126	西夏刀卫	203302	2	1	0	50	13	108552	500	500	9000	5	0	100000	0	0	0	10	5	3000	500000	0	1	1	0	1	1	0	icon_guaiwu_19	0							
3000127	西夏禁卫	203104	2	1	0	50	14	108552	500	500	9000	5	0	100000	0	0	0	10	5	3000	500000	0	1	1	0	1	1	0	icon_guaiwu_5	0							
3000128	西夏影卫	203314	2	2	0	50	20	108552	500	500	9000	5	0	50	0	0	0	10	5	103	500000	0	2	1	0	1	1	0	icon_guaiwu_24	0							
3000129	英雄豪杰曾某	202116	1	1	0	50	23	108552	500	500	9000	5	0	0	0	0	0	10	5	103	500000	0	1	1	0	1	1	0	icon_guaiwu_28	0							
3000130	西夏公主	202001	1	1	0	50	23	108552	500	500	9000	5	0	0	0	0	0	10	5	103	500000	0	1	1	1	1	1	0	icon_nv	0							
3000131	西夏护龙伯	201006	2	3	0	50	28	108552	500	500	9000	5	0	100	0	0	0	5	5	201	501001;502001	0	3	1	0	1	1	0	icon_guaiwu_1	10							
3000132	西夏双斧	203106	2	1	0	50	2	108552	500	500	9000	5	0	0	0	0	0	10	3	100	500000	0	1	1	0	1	1	0	icon_guaiwu_16	0							
3000133	西夏单刀	203108	2	2	0	50	9	108552	500	500	9000	5	0	0	0	0	0	10	3	103	500000	0	2	1	0	1	1	0	icon_guaiwu_16	0							
3000134	西夏将军	203103	2	2	0	50	16	108552	500	500	9000	5	0	50	0	0	0	10	3	103	500000	0	2	1	0	1	1	0	icon_guaiwu_5	0							
3000135	黄姑娘	900002	1	1	0	50	23	108552	500	500	9000	5	0	0	0	0	0	10	3	1002	500000	0	1	1	0	1	1	0	icon_skill_meiren_1	0							
3000136	残暴牛头怪	201001	2	3	0	50	28	108552	500	500	9000	5	0	100	0	0	0	5	3	304	501001;502001;502004	0	3	1	0	1	1	0	icon_guaiwu_9	10							
3000137	西夏青狼指挥	203107	2	2	0	50	2	108552	500	500	9000	5	0	50	0	0	0	10	3	103	500000	0	2	1	0	1	1	0	icon_guaiwu_16	0							
3000138	狂暴青狼	203607	2	1	0	50	2	108552	500	500	9000	5	0	0	0	0	0	10	3	103	500000	0	1	1	0	1	1	0	icon_guaiwu_30	0							
3000139	蒙面刺客精英	203301	2	2	0	50	9	108552	500	500	9000	5	0	50	0	0	0	10	3	103	500000	0	2	1	0	1	1	0	icon_guaiwu_7	0							
3000140	黄姑娘	900002	1	1	0	50	23	108552	500	500	9000	5	0	0	0	0	0	10	3	103	500000	0	1	1	0	1	1	0	icon_skill_meiren_1	0							
3000141	白老虎	203601	2	3	0	50	23	108552	500	500	9000	5	0	100	0	0	0	5	3	103	500000	0	3	1	0	1	1	0	icon_guaiwu_30	10							
3000142	西夏剑手	203306	2	1	0	50	2	108552	500	500	9000	5	0	0	0	0	0	10	3	103	500000	0	1	1	0	1	1	0	icon_guaiwu_7	0							
3000143	西夏单刀	203108	2	1	0	50	2	108552	500	500	9000	5	0	0	0	0	0	10	3	103	500000	0	1	1	0	1	1	0	icon_guaiwu_16	0							
